27850
3.411e-07,0.035,0.0876130242236
1.763e-06,0.065,1.51953838888
5.848e-06,0.045,7.51555473418
4.015e-06,0.035,11.8660889683
5.321e-06,0.025,18.2591018296
6.163e-07,0.055,0.147846978377
4.032e-06,0.045,8.33145102227
4.033e-06,0.035,9.80992080604
6.197e-06,0.065,10.4095224406
3.335e-07,0.055,0.0574960471468
3.235e-07,0.015,0.257363258657
1.882e-06,0.035,7.01725565891
4.011e-06,0.045,9.31709754478
3.29e-06,0.055,6.74072705121
3.208e-07,0.045,0.251887444643
3.086e-07,0.015,0.405210237034
3.781e-06,0.065,7.72637357372
5.278e-06,0.045,20.2194432466
1.126e-07,0.045,0.0629718611607
3.309e-07,0.045,0.208080932531
1.114e-06,0.065,1.30324373533
1.107e-05,0.035,20.5781090645
3.357e-07,0.035,0.0465444191188
1.23e-07,0.025,0.123205815314
3.303e-07,0.045,0.208080932531
1.799e-06,0.035,1.32240908438
1.91e-06,0.045,6.8173884474
6.122e-08,0.045,0.0219032560559
1.245e-07,0.015,0.0328548840839
6.007e-07,0.055,0.14510907137
2.843e-07,0.015,0.826847916111
1.704e-06,0.025,4.27387283791
1.733e-06,0.035,6.09731890456
2.065e-06,0.015,7.76744217883
3.334e-07,0.035,0.123205815314
3.265e-07,0.035,0.320335119818
1.804e-06,0.035,4.10138469647
8.85e-06,0.045,9.51422684929
6.38e-07,0.045,0.175226048447
5.857e-07,0.055,0.566746750447
6.128e-07,0.065,0.42711349309
5.535e-07,0.025,0.717331635831
1.351e-06,0.025,3.73998097155
6.06e-07,0.025,0.158798606405
1.541e-06,0.045,2.20675304763
4.018e-06,0.045,9.83729987611
7.324e-06,0.045,19.2228450961
4.053e-06,0.025,11.1323298904
9.218e-06,0.055,20.7998795321
1.155e-05,0.065,21.8950423349
4.139e-06,0.035,9.91669917931
3.216e-07,0.035,0.25462535165
1.801e-06,0.045,0.980170708502
4.791e-06,0.065,2.25603537376
3.251e-06,0.055,2.5079228184
4.12e-06,0.035,9.15282312436
1.142e-06,0.055,0.635194425621
1.192e-07,0.045,0.0520202331328
1.214e-07,0.025,0.139633257356
3.297e-07,0.045,0.128681629328
3.203e-07,0.035,0.221770467566
7.672e-06,0.045,19.3159339343
7.776e-06,0.045,21.6020862851
3.887e-06,0.045,8.78320567842
1.195e-07,0.025,0.0739234891887
1.283e-07,0.015,0.0328548840839
6.124e-07,0.065,0.323073026825
1.78e-06,0.065,0.670787216712
1.138e-06,0.055,1.28955420029
7.903e-06,0.035,22.4700028064
6.502e-08,0.045,0.0246411630629
1.138e-06,0.035,0.785779311006
1.097e-06,0.025,1.10337652382
8.948e-06,0.065,9.74147313087
1.769e-06,0.025,6.44503309445
1.151e-06,0.055,0.459968377174
5.781e-07,0.035,0.613291169565
1.97e-06,0.065,2.60374956365
3.927e-06,0.055,8.57786265289
8.19e-06,0.065,21.6130379132
1.293e-07,0.045,0.0136895350349
6.079e-07,0.045,0.17248814144
1.211e-06,0.035,0.268314886685
1.723e-06,0.055,6.14112541668
5.887e-06,0.045,10.7134301183
3.641e-06,0.025,19.8826806848
3.249e-07,0.055,0.238197909608
