name,id,mass,u,dragArea,reflectingArea,date,semiMajorAxis,eccentricity,inclination,rAAN,argOfPerigee,meanAnomaly,date,timediff
NRCIIF6Y,1120,2.5,2.0,0.025,0.1,2014-08-12T12:50:18.000,7000000.0,0.001,1.71042266695444,0.0,0.0,0.0,2035-03-02T15:58:43.775,20.5534679014627
YP1RMC8H,1346,3.0,2.0,0.025,0.1,2014-08-12T12:51:51.000,7020000.0,0.001,1.71042266695444,0.0,0.0,0.0,2045-08-21T21:20:19.494,31.0259622031938
2G01NNUW,1113,2.0,2.0,0.025,0.1,2014-08-12T12:50:13.000,7000000.0,0.001,1.6929693744345,0.0,0.0,0.0,2032-11-05T21:34:25.933,18.2344606665435
HTQO3I9A,751,5.0,2.0,0.025,0.1,2014-08-12T12:45:30.000,6960000.0,0.001,1.6929693744345,0.0,0.0,0.0,2036-06-11T19:58:11.892,21.8320704737264
X5PKWK5O,1435,2.0,2.0,0.025,0.1,2014-08-12T12:52:26.000,7030000.0,0.001,1.6929693744345,0.0,0.0,0.0,2038-10-04T20:32:13.875,24.1456018946316
BV1VJBIO,1173,4.5,2.0,0.025,0.1,2014-08-12T12:50:40.000,7000000.0,0.001,1.6929693744345,0.0,0.0,0.0,2051-10-20T10:57:06.252,37.1862529689179
98D4DEI9,347,1.5,2.0,0.025,0.1,2014-08-12T12:42:34.000,6930000.0,0.001,1.6929693744345,0.0,0.0,0.0,2021-12-22T20:06:09.318,7.3622319417921
ANZXEUTF,134,2.0,2.0,0.025,0.1,2014-08-12T12:41:08.000,6910000.0,0.001,1.71042266695444,0.0,0.0,0.0,2021-11-26T20:05:31.831,7.2910463596104
39NTBED5,1300,1.0,2.0,0.025,0.1,2014-08-12T12:51:32.000,7020000.0,0.001,1.71042266695444,0.0,0.0,0.0,2025-02-01T21:01:04.697,10.475232208738
ZJV2VE85,1645,2.0,2.0,0.025,0.1,2014-08-12T12:54:27.000,7050000.0,0.001,1.6929693744345,0.0,0.0,0.0,2045-09-02T00:50:39.090,31.0560791802706
F19AULJP,566,2.0,2.0,0.025,0.1,2014-08-12T12:44:06.000,6950000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-07-22T22:41:34.899,8.94200428482447
4RBMTF94,1955,1.0,2.0,0.025,0.1,2014-08-12T12:57:01.000,7080000.0,0.001,1.6929693744345,0.0,0.0,0.0,2036-04-10T15:14:28.669,21.6623202392931
SLPJBN6T,1320,1.5,2.0,0.025,0.1,2014-08-12T12:51:40.000,7020000.0,0.001,1.71042266695444,0.0,0.0,0.0,2033-01-25T16:29:52.443,18.4562311341095
23T4U7VO,2230,3.5,2.0,0.025,0.1,2014-08-12T12:58:50.000,7100000.0,0.001,1.71042266695444,0.0,0.0,0.0,2111-10-11T07:15:35.891,97.1601059570012
36W99JR4,481,3.0,2.0,0.025,0.1,2014-08-12T12:43:30.000,6940000.0,0.001,1.6929693744345,0.0,0.0,0.0,2024-09-24T05:33:13.837,10.1165663908225
W17U2BUY,896,2.0,2.0,0.025,0.1,2014-08-12T12:47:28.000,6980000.0,0.001,1.71042266695444,0.0,0.0,0.0,2026-11-25T12:21:38.378,12.2849887403574
4SJGNNU7,1383,4.5,2.0,0.025,0.1,2014-08-12T12:52:05.000,7020000.0,0.001,1.6929693744345,0.0,0.0,0.0,2063-01-18T01:56:07.860,48.4335749536267
KNTKXK19,1512,5.0,2.0,0.025,0.1,2014-08-12T12:52:58.000,7030000.0,0.001,1.71042266695444,0.0,0.0,0.0,2075-10-08T16:09:15.823,61.1566288151023
3D3J60SE,171,3.5,2.0,0.025,0.1,2014-08-12T12:41:24.000,6910000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-05-21T11:39:25.404,8.76951614338419
JUY9EA2J,294,4.0,2.0,0.025,0.1,2014-08-12T12:42:13.000,6920000.0,0.001,1.71042266695444,0.0,0.0,0.0,2024-08-28T02:17:10.759,10.0426429016338
L0OCIBGG,1465,3.5,2.0,0.025,0.1,2014-08-12T12:52:38.000,7030000.0,0.001,1.6929693744345,0.0,0.0,0.0,2055-11-27T01:19:09.840,41.2903755723937
WXJA2HYO,1694,4.0,2.0,0.025,0.1,2014-08-12T12:54:55.000,7050000.0,0.001,1.71042266695444,0.0,0.0,0.0,2076-01-30T05:26:38.922,61.466012306892
ZZ1BGP5G,658,1.0,2.0,0.025,0.1,2014-08-12T12:44:44.000,6960000.0,0.001,1.71042266695444,0.0,0.0,0.0,2022-02-07T22:42:09.320,7.49091357112056
LSFPMDTR,1195,1.0,2.0,0.025,0.1,2014-08-12T12:50:49.000,7010000.0,0.001,1.6929693744345,0.0,0.0,0.0,2024-04-07T20:35:07.625,9.65386010664148
FB69CWPT,1437,2.0,2.0,0.025,0.1,2014-08-12T12:52:26.000,7030000.0,0.001,1.6929693744345,0.0,0.0,0.0,2038-10-04T20:40:23.215,24.1456018946316
M13YQO6I,1677,3.0,2.0,0.025,0.1,2014-08-12T12:54:45.000,7050000.0,0.001,1.6929693744345,0.0,0.0,0.0,2061-05-26T01:14:00.586,46.7853549354196
VIMEGJQT,1431,2.0,2.0,0.025,0.1,2014-08-12T12:52:24.000,7030000.0,0.001,1.6929693744345,0.0,0.0,0.0,2038-10-04T20:54:33.616,24.1456018946316
OBJHT7GK,1361,3.5,2.0,0.025,0.1,2014-08-12T12:51:57.000,7020000.0,0.001,1.6929693744345,0.0,0.0,0.0,2053-01-11T04:55:10.953,38.4155732150558
Q42GQK42,1599,4.5,2.0,0.025,0.1,2014-08-12T12:54:01.000,7040000.0,0.001,1.6929693744345,0.0,0.0,0.0,2076-04-09T23:01:04.823,61.6604037043882
EJI4NJG3,2105,3.0,2.0,0.025,0.1,2014-08-12T12:58:00.000,7090000.0,0.001,1.6929693744345,0.0,0.0,0.0,2089-04-07T05:01:15.403,74.6517724525486
J5UCUJS7,741,4.5,2.0,0.025,0.1,2014-08-12T12:45:22.000,6960000.0,0.001,1.6929693744345,0.0,0.0,0.0,2035-01-29T17:30:31.720,20.4658548772391
OWFSBWLX,1132,3.0,2.0,0.025,0.1,2014-08-12T12:50:23.000,7000000.0,0.001,1.71042266695444,0.0,0.0,0.0,2041-04-04T15:56:27.849,26.6453109920122
7ICV7UE8,940,4.0,2.0,0.025,0.1,2014-08-12T12:48:00.000,6980000.0,0.001,1.71042266695444,0.0,0.0,0.0,2041-01-05T07:50:37.766,26.3988993613832
B7976VRE,854,5.0,2.0,0.025,0.1,2014-08-12T12:46:54.000,6970000.0,0.001,1.71042266695444,0.0,0.0,0.0,2043-02-22T06:00:20.644,28.5289910128202
G6IR3H8A,97,5.0,2.0,0.025,0.1,2014-08-12T12:40:52.000,6900000.0,0.001,1.6929693744345,0.0,0.0,0.0,2024-03-17T03:58:43.597,9.59362615248773
EK9G548D,907,2.5,2.0,0.025,0.1,2014-08-12T12:47:36.000,6980000.0,0.001,1.6929693744345,0.0,0.0,0.0,2032-08-27T23:47:41.438,18.0428071760543
IW7WI0WJ,648,5.0,2.0,0.025,0.1,2014-08-12T12:44:40.000,6950000.0,0.001,1.71042266695444,0.0,0.0,0.0,2034-07-16T21:32:52.211,19.9264871968624
Q7FOAON5,1357,3.5,2.0,0.025,0.1,2014-08-12T12:51:55.000,7020000.0,0.001,1.6929693744345,0.0,0.0,0.0,2053-01-11T05:00:11.005,38.4155732150558
7SYJP6TX,499,3.5,2.0,0.025,0.1,2014-08-12T12:43:37.000,6940000.0,0.001,1.6929693744345,0.0,0.0,0.0,2026-06-04T17:00:59.176,11.8113308281484
GRJM5LEE,619,4.0,2.0,0.025,0.1,2014-08-12T12:44:28.000,6950000.0,0.001,1.6929693744345,0.0,0.0,0.0,2032-11-05T03:26:44.618,18.2317227595365
USGIFXTP,829,4.0,2.0,0.025,0.1,2014-08-12T12:46:33.000,6970000.0,0.001,1.6929693744345,0.0,0.0,0.0,2035-03-20T16:19:20.726,20.6027502275885
KS1KLNV1,1812,4.0,2.0,0.025,0.1,2014-08-12T12:56:04.000,7060000.0,0.001,1.71042266695444,0.0,0.0,0.0,2083-07-11T15:41:46.255,68.9131193659007
SMG3W6SK,277,3.5,2.0,0.025,0.1,2014-08-12T12:42:07.000,6920000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-11-21T03:17:25.499,9.27329103267008
T43U59JI,616,4.0,2.0,0.025,0.1,2014-08-12T12:44:27.000,6950000.0,0.001,1.71042266695444,0.0,0.0,0.0,2032-08-09T22:10:21.720,17.9935248499285
K6AFVZJI,1128,2.5,2.0,0.025,0.1,2014-08-12T12:50:22.000,7000000.0,0.001,1.71042266695444,0.0,0.0,0.0,2035-03-02T16:44:33.391,20.5534679014627
4MHW0BE0,1450,2.5,2.0,0.025,0.1,2014-08-12T12:52:32.000,7030000.0,0.001,1.71042266695444,0.0,0.0,0.0,2044-11-08T11:35:44.949,30.2401828921881
5XG5ZIOB,518,4.5,2.0,0.025,0.1,2014-08-12T12:43:45.000,6940000.0,0.001,1.71042266695444,0.0,0.0,0.0,2032-03-20T14:06:01.412,17.6047420549361
PBBLQ8V2,626,4.5,2.0,0.025,0.1,2014-08-12T12:44:31.000,6950000.0,0.001,1.71042266695444,0.0,0.0,0.0,2033-08-21T00:49:48.458,19.0229778845562
VKIPL932,1438,2.0,2.0,0.025,0.1,2014-08-12T12:52:27.000,7030000.0,0.001,1.71042266695444,0.0,0.0,0.0,2038-11-14T01:54:46.955,24.2551181749112
FY9IJBXA,2010,3.5,2.0,0.025,0.1,2014-08-12T12:57:22.000,7080000.0,0.001,1.71042266695444,0.0,0.0,0.0,2092-08-30T14:09:53.851,78.0522529552284
TKGYW9C5,1083,1.0,2.0,0.025,0.1,2014-08-12T12:49:51.000,7000000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-11-11T12:33:19.270,9.24591196260019
7BWMBFKR,184,4.0,2.0,0.025,0.1,2014-08-12T12:41:29.000,6910000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-12-13T10:39:44.819,9.33352498682382
UTR6174G,995,1.5,2.0,0.025,0.1,2014-08-12T12:48:42.000,6990000.0,0.001,1.6929693744345,0.0,0.0,0.0,2025-03-02T20:24:35.621,10.5546315119407
H3S1V2EJ,2027,4.0,2.0,0.025,0.1,2014-08-12T12:57:29.000,7080000.0,0.001,1.6929693744345,0.0,0.0,0.0,2104-11-24T14:18:12.457,90.285221462453
S0W0Z8N1,461,2.0,2.0,0.025,0.1,2014-08-12T12:43:21.000,6940000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-01-03T16:42:51.860,8.39442288342677
2242Y7KW,726,4.0,2.0,0.025,0.1,2014-08-12T12:45:13.000,6960000.0,0.001,1.71042266695444,0.0,0.0,0.0,2033-11-14T14:19:51.129,19.2584378871572
0Z2X6XMA,1277,4.5,2.0,0.025,0.1,2014-08-12T12:51:23.000,7010000.0,0.001,1.6929693744345,0.0,0.0,0.0,2055-07-27T02:10:16.459,40.9536130105341
MA8LQ05T,2109,3.0,2.0,0.025,0.1,2014-08-12T12:58:02.000,7090000.0,0.001,1.6929693744345,0.0,0.0,0.0,2089-04-07T06:02:11.950,74.6517724525486
RSWLBOFN,40,2.5,2.0,0.025,0.1,2014-08-12T12:40:30.000,6900000.0,0.001,1.71042266695444,0.0,0.0,0.0,2022-01-28T02:42:29.451,7.46079659404368
GMP9WSPE,740,4.5,2.0,0.025,0.1,2014-08-12T12:45:21.000,6960000.0,0.001,1.71042266695444,0.0,0.0,0.0,2034-12-05T14:09:33.115,20.3152699918547
DLQL0BMN,1036,3.5,2.0,0.025,0.1,2014-08-12T12:49:17.000,6990000.0,0.001,1.71042266695444,0.0,0.0,0.0,2041-12-23T15:26:46.920,27.3653805348501
SCZ7TX01,1576,3.5,2.0,0.025,0.1,2014-08-12T12:53:46.000,7040000.0,0.001,1.71042266695444,0.0,0.0,0.0,2064-02-28T15:48:55.841,49.547903105471
DYGQ2MA8,334,1.0,2.0,0.025,0.1,2014-08-12T12:42:29.000,6930000.0,0.001,1.71042266695444,0.0,0.0,0.0,2021-01-15T19:54:59.384,6.42860565240902
H0QMB59F,1026,3.0,2.0,0.025,0.1,2014-08-12T12:49:09.000,6990000.0,0.001,1.71042266695444,0.0,0.0,0.0,2035-08-20T06:39:50.486,21.0189120926508
GEPKSHVH,1644,1.5,2.0,0.025,0.1,2014-08-12T12:54:26.000,7050000.0,0.001,1.71042266695444,0.0,0.0,0.0,2036-02-05T17:41:04.711,21.4843562838388
3S0UD2WC,1131,3.0,2.0,0.025,0.1,2014-08-12T12:50:23.000,7000000.0,0.001,1.6929693744345,0.0,0.0,0.0,2038-10-29T14:05:30.661,24.2140495698064
YSF02187,306,4.5,2.0,0.025,0.1,2014-08-12T12:42:18.000,6920000.0,0.001,1.71042266695444,0.0,0.0,0.0,2025-07-19T13:02:45.640,10.9352005859121
Q2B800WW,1228,2.5,2.0,0.025,0.1,2014-08-12T12:51:03.000,7010000.0,0.001,1.71042266695444,0.0,0.0,0.0,2037-11-16T19:46:42.887,23.2639958383813
3VN60DYC,2061,1.0,2.0,0.025,0.1,2014-08-12T12:57:43.000,7090000.0,0.001,1.6929693744345,0.0,0.0,0.0,2043-01-02T15:21:36.721,28.3920956624708
199RPVEQ,1550,2.5,2.0,0.025,0.1,2014-08-12T12:53:27.000,7040000.0,0.001,1.71042266695444,0.0,0.0,0.0,2046-09-17T03:08:37.829,32.0964838429263
9G8EFTEV,114,1.0,2.0,0.025,0.1,2014-08-12T12:40:59.000,6910000.0,0.001,1.71042266695444,0.0,0.0,0.0,2018-06-29T22:43:36.911,3.87961422890272
32YHQUBN,984,1.0,2.0,0.025,0.1,2014-08-12T12:48:33.000,6990000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-04-23T06:57:30.460,8.69285474718851
2G06EZ0V,809,3.0,2.0,0.025,0.1,2014-08-12T12:46:17.000,6970000.0,0.001,1.6929693744345,0.0,0.0,0.0,2033-01-05T19:19:14.600,18.4014729939698
8QXPR1JH,2191,2.0,2.0,0.025,0.1,2014-08-12T12:58:34.000,7100000.0,0.001,1.6929693744345,0.0,0.0,0.0,2074-04-20T01:33:32.586,59.6863727523495
OLSYWXRU,702,3.0,2.0,0.025,0.1,2014-08-12T12:45:03.000,6960000.0,0.001,1.71042266695444,0.0,0.0,0.0,2030-04-30T09:29:05.849,15.712848313107
BNSUGYZB,1557,2.5,2.0,0.025,0.1,2014-08-12T12:53:32.000,7040000.0,0.001,1.6929693744345,0.0,0.0,0.0,2048-01-16T15:46:05.174,33.4298445553297
FSZAONEJ,1686,3.5,2.0,0.025,0.1,2014-08-12T12:54:51.000,7050000.0,0.001,1.71042266695444,0.0,0.0,0.0,2067-08-18T05:48:26.723,53.0140933763185
34M30BRX,1988,2.5,2.0,0.025,0.1,2014-08-12T12:57:14.000,7080000.0,0.001,1.71042266695444,0.0,0.0,0.0,2068-09-01T04:49:33.812,54.0544980389741
43JRE8KL,457,2.0,2.0,0.025,0.1,2014-08-12T12:43:20.000,6940000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-01-03T16:41:37.688,8.39442288342677
GBCI3VTO,1572,3.0,2.0,0.025,0.1,2014-08-12T12:53:43.000,7040000.0,0.001,1.71042266695444,0.0,0.0,0.0,2055-04-13T03:03:43.161,40.6661327748003
00VY0UUW,1871,2.0,2.0,0.025,0.1,2014-08-12T12:56:27.000,7070000.0,0.001,1.6929693744345,0.0,0.0,0.0,2055-04-07T19:32:31.444,40.6524432397654
3VI6Z3L3,1889,3.0,2.0,0.025,0.1,2014-08-12T12:56:34.000,7070000.0,0.001,1.6929693744345,0.0,0.0,0.0,2075-09-30T14:49:02.431,61.1347255590464
9MIZMJSJ,1523,1.0,2.0,0.025,0.1,2014-08-12T12:53:07.000,7040000.0,0.001,1.6929693744345,0.0,0.0,0.0,2031-01-12T21:30:16.639,16.4192283209101
93ANH2AP,919,3.0,2.0,0.025,0.1,2014-08-12T12:47:44.000,6980000.0,0.001,1.6929693744345,0.0,0.0,0.0,2033-11-18T14:40:28.155,19.2693895151851
NK44F3FX,2060,1.0,2.0,0.025,0.1,2014-08-12T12:57:42.000,7090000.0,0.001,1.71042266695444,0.0,0.0,0.0,2043-05-26T09:25:24.159,28.7836163644702
1E45ZMWE,1756,2.0,2.0,0.025,0.1,2014-08-12T12:55:36.000,7060000.0,0.001,1.71042266695444,0.0,0.0,0.0,2047-04-11T06:19:33.826,32.6604926863659
76KLKI5F,92,4.5,2.0,0.025,0.1,2014-08-12T12:40:50.000,6900000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-11-08T20:08:28.956,9.24043614858621
5KNEOKUQ,757,1.0,2.0,0.025,0.1,2014-08-12T12:45:35.000,6970000.0,0.001,1.6929693744345,0.0,0.0,0.0,2022-05-26T03:25:44.017,7.78386962086833
GO8Q9S7H,180,3.5,2.0,0.025,0.1,2014-08-12T12:41:27.000,6910000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-06-07T18:52:38.921,8.81879846950998
H4GQTRWR,1765,2.5,2.0,0.025,0.1,2014-08-12T12:55:42.000,7060000.0,0.001,1.6929693744345,0.0,0.0,0.0,2057-09-19T07:58:57.786,43.1028700110201
WAQ2ZHNN,173,3.5,2.0,0.025,0.1,2014-08-12T12:41:25.000,6910000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-05-21T11:39:35.090,8.76951614338419
MPJUQ5TD,713,3.5,2.0,0.025,0.1,2014-08-12T12:45:08.000,6960000.0,0.001,1.6929693744345,0.0,0.0,0.0,2033-01-26T09:42:51.879,18.4562311341095
SEL1TCSD,1854,1.5,2.0,0.025,0.1,2014-08-12T12:56:20.000,7070000.0,0.001,1.71042266695444,0.0,0.0,0.0,2044-10-13T16:56:24.734,30.1717352170134
KDWZ6CYE,1977,2.0,2.0,0.025,0.1,2014-08-12T12:57:09.000,7080000.0,0.001,1.6929693744345,0.0,0.0,0.0,2058-08-29T05:37:47.772,44.0447100214241
WY7RP2IO,1408,1.0,2.0,0.025,0.1,2014-08-12T12:52:15.000,7030000.0,0.001,1.71042266695444,0.0,0.0,0.0,2026-06-15T14:11:54.838,11.8414478052253
WF3FR8CZ,1520,1.0,2.0,0.025,0.1,2014-08-12T12:53:05.000,7040000.0,0.001,1.71042266695444,0.0,0.0,0.0,2030-08-03T06:39:23.581,15.972949478771
N80AOCNS,1577,3.5,2.0,0.025,0.1,2014-08-12T12:53:47.000,7040000.0,0.001,1.6929693744345,0.0,0.0,0.0,2063-03-19T23:47:23.642,48.600587281053
14DR4P9K,1631,1.0,2.0,0.025,0.1,2014-08-12T12:54:19.000,7050000.0,0.001,1.6929693744345,0.0,0.0,0.0,2032-10-20T18:22:41.414,18.1906541544316
QAOO4FK2,385,3.5,2.0,0.025,0.1,2014-08-12T12:42:50.000,6930000.0,0.001,1.6929693744345,0.0,0.0,0.0,2024-08-28T11:46:54.865,10.0426429016338
4ZBXOGB8,1412,1.0,2.0,0.025,0.1,2014-08-12T12:52:17.000,7030000.0,0.001,1.71042266695444,0.0,0.0,0.0,2026-06-15T14:19:06.174,11.8414478052253
P290P881,1832,5.0,2.0,0.025,0.1,2014-08-12T12:56:12.000,7060000.0,0.001,1.71042266695444,0.0,0.0,0.0,2099-10-06T06:55:18.060,85.1489079173426
9O7Q4X52,2139,4.5,2.0,0.025,0.1,2014-08-12T12:58:14.000,7090000.0,0.001,1.6929693744345,0.0,0.0,0.0,2114-08-12T12:58:14.000,99.9993155232483
X4IADSAC,778,1.5,2.0,0.025,0.1,2014-08-12T12:45:52.000,6970000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-09-01T15:07:00.859,9.05425847211099
4C2ADRIM,640,5.0,2.0,0.025,0.1,2014-08-12T12:44:37.000,6950000.0,0.001,1.71042266695444,0.0,0.0,0.0,2034-07-16T21:14:34.773,19.9264871968624
WDQ7GPBJ,1585,4.0,2.0,0.025,0.1,2014-08-12T12:53:53.000,7040000.0,0.001,1.6929693744345,0.0,0.0,0.0,2067-06-22T16:49:18.165,52.8607705839271
3N7Z3GDM,1908,3.5,2.0,0.025,0.1,2014-08-12T12:56:42.000,7070000.0,0.001,1.71042266695444,0.0,0.0,0.0,2084-09-19T11:25:42.418,70.1041089139407
7UU1J09V,1,1.0,2.0,0.025,0.1,2014-08-12T12:40:15.000,6900000.0,0.001,1.6929693744345,0.0,0.0,0.0,2017-02-27T22:01:06.632,2.54625351649931
K8UILNEC,1147,3.5,2.0,0.025,0.1,2014-08-12T12:50:30.000,7000000.0,0.001,1.6929693744345,0.0,0.0,0.0,2043-11-17T21:22:15.469,29.2654879977002
6VFM16NQ,2089,2.5,2.0,0.025,0.1,2014-08-12T12:57:54.000,7090000.0,0.001,1.6929693744345,0.0,0.0,0.0,2077-10-13T21:53:01.190,63.1717283722458
GR933SDI,1618,5.0,2.0,0.025,0.1,2014-08-12T12:54:12.000,7040000.0,0.001,1.71042266695444,0.0,0.0,0.0,2083-11-21T07:49:30.288,69.2745230908232
YQAKPLNN,10,1.0,2.0,0.025,0.1,2014-08-12T12:40:18.000,6900000.0,0.001,1.71042266695444,0.0,0.0,0.0,2017-05-13T22:44:58.141,2.75159654202345
QMMCPE9U,125,1.5,2.0,0.025,0.1,2014-08-12T12:41:04.000,6910000.0,0.001,1.6929693744345,0.0,0.0,0.0,2021-04-18T20:59:37.499,6.68323100405895
OFUYSMJE,489,3.0,2.0,0.025,0.1,2014-08-12T12:43:33.000,6940000.0,0.001,1.6929693744345,0.0,0.0,0.0,2024-09-24T05:05:12.484,10.1165663908225
66G32URW,1926,4.5,2.0,0.025,0.1,2014-08-12T12:56:49.000,7070000.0,0.001,1.71042266695444,0.0,0.0,0.0,2099-06-22T23:49:57.833,84.8614276816088
N06O6IBW,214,5.0,2.0,0.025,0.1,2014-08-12T12:41:42.000,6910000.0,0.001,1.71042266695444,0.0,0.0,0.0,2025-03-12T08:04:04.361,10.5792726750036
9Y4SBHGS,1538,2.0,2.0,0.025,0.1,2014-08-12T12:53:18.000,7040000.0,0.001,1.71042266695444,0.0,0.0,0.0,2043-05-11T21:10:06.641,28.7452856663723
PGL2ONQN,1476,3.5,2.0,0.025,0.1,2014-08-12T12:52:42.000,7030000.0,0.001,1.71042266695444,0.0,0.0,0.0,2055-12-25T20:15:05.794,41.3697748755963
MMG5F92B,1507,5.0,2.0,0.025,0.1,2014-08-12T12:52:54.000,7030000.0,0.001,1.6929693744345,0.0,0.0,0.0,2074-10-20T03:02:17.026,60.1874097346284
D4RS1DSX,70,3.5,2.0,0.025,0.1,2014-08-12T12:40:42.000,6900000.0,0.001,1.71042266695444,0.0,0.0,0.0,2022-12-21T07:41:43.435,8.35609218532893
M60OKO7B,1689,3.5,2.0,0.025,0.1,2014-08-12T12:54:52.000,7050000.0,0.001,1.6929693744345,0.0,0.0,0.0,2067-06-21T12:14:19.502,52.8552947699131
3PI6K06B,1929,4.5,2.0,0.025,0.1,2014-08-12T12:56:50.000,7070000.0,0.001,1.6929693744345,0.0,0.0,0.0,2101-10-26T05:27:35.836,87.202338172584
5MLEOFWL,2049,5.0,2.0,0.025,0.1,2014-08-12T12:57:38.000,7080000.0,0.001,1.6929693744345,0.0,0.0,0.0,2114-08-12T12:57:38.000,99.9993155232483
TAW172LT,144,2.0,2.0,0.025,0.1,2014-08-12T12:41:13.000,6910000.0,0.001,1.71042266695444,0.0,0.0,0.0,2021-11-26T20:09:53.662,7.2910463596104
2O8T0FQ7,168,3.0,2.0,0.025,0.1,2014-08-12T12:41:23.000,6910000.0,0.001,1.71042266695444,0.0,0.0,0.0,2022-12-09T18:49:12.512,8.32597520825205
P80IXNBY,82,4.0,2.0,0.025,0.1,2014-08-12T12:40:46.000,6900000.0,0.001,1.71042266695444,0.0,0.0,0.0,2023-05-26T12:50:35.752,8.78594358542612
FP42BHJJ,1575,3.5,2.0,0.025,0.1,2014-08-12T12:53:45.000,7040000.0,0.001,1.6929693744345,0.0,0.0,0.0,2063-03-19T20:07:03.905,48.600587281053
WFXWMHSP,359,2.0,2.0,0.025,0.1,2014-08-12T12:42:39.000,6930000.0,0.001,1.6929693744345,0.0,0.0,0.0,2022-08-16T16:56:50.526,8.01111590244837
EQQFGU4T,691,2.5,2.0,0.025,0.1,2014-08-12T12:44:58.000,6960000.0,0.001,1.6929693744345,0.0,0.0,0.0,2026-03-31T02:12:49.522,11.6306289656872
XBMPUA93,820,3.5,2.0,0.025,0.1,2014-08-12T12:46:26.000,6970000.0,0.001,1.71042266695444,0.0,0.0,0.0,2034-01-06T09:49:53.147,19.4008090515206
XJWVWO7H,1899,3.5,2.0,0.025,0.1,2014-08-12T12:56:38.000,7070000.0,0.001,1.6929693744345,0.0,0.0,0.0,2085-02-25T02:41:00.953,70.5394361280519
3P6270QH,75,4.0,2.0,0.025,0.1,2014-08-12T12:40:44.000,6900000.0,0.001,1.6929693744345,0.0,0.0,0.0,2023-05-24T22:50:03.535,8.78046777141214
6PAN11XE,1334,2.5,2.0,0.025,0.1,2014-08-12T12:51:46.000,7020000.0,0.001,1.71042266695444,0.0,0.0,0.0,2043-03-15T05:31:43.564,28.586487059967
74OQA0E0,1566,3.0,2.0,0.025,0.1,2014-08-12T12:53:39.000,7040000.0,0.001,1.71042266695444,0.0,0.0,0.0,2055-04-13T01:53:19.678,40.6661327748003
7L7CLJBI,1986,2.5,2.0,0.025,0.1,2014-08-12T12:57:13.000,7080000.0,0.001,1.71042266695444,0.0,0.0,0.0,2068-08-31T16:27:14.602,54.0544980389741
CQ2Q1C1F,916,3.0,2.0,0.025,0.1,2014-08-12T12:47:42.000,6980000.0,0.001,1.71042266695444,0.0,0.0,0.0,2034-01-13T04:47:26.938,19.4199744005695
7CTFUA7J,625,4.5,2.0,0.025,0.1,2014-08-12T12:44:31.000,6950000.0,0.001,1.6929693744345,0.0,0.0,0.0,2033-12-19T13:15:23.928,19.3542646324018
LVV1FB3K,956,4.5,2.0,0.025,0.1,2014-08-12T12:48:12.000,6980000.0,0.001,1.71042266695444,0.0,0.0,0.0,2043-12-04T23:21:44.670,29.312032416819
3BFJCY65,1892,3.0,2.0,0.025,0.1,2014-08-12T12:56:35.000,7070000.0,0.001,1.71042266695444,0.0,0.0,0.0,2075-08-19T05:51:48.769,61.0169955577459
TRU0QF5A,257,2.5,2.0,0.025,0.1,2014-08-12T12:41:59.000,6920000.0,0.001,1.6929693744345,0.0,0.0,0.0,2022-10-30T09:39:39.042,8.21372102096552
7IHGIBE9,790,2.0,2.0,0.025,0.1,2014-08-12T12:46:02.000,6970000.0,0.001,1.71042266695444,0.0,0.0,0.0,2024-12-23T18:27:14.746,10.3657159284585
UFNIL56I,801,2.5,2.0,0.025,0.1,2014-08-12T12:46:11.000,6970000.0,0.001,1.6929693744345,0.0,0.0,0.0,2030-02-22T15:23:00.125,15.5321464506458
QCUWLJ0R,1282,4.5,2.0,0.025,0.1,2014-08-12T12:51:25.000,7010000.0,0.001,1.71042266695444,0.0,0.0,0.0,2055-10-07T09:49:48.939,41.1507423150373
K8XR22TB,402,4.0,2.0,0.025,0.1,2014-08-12T12:42:57.000,6930000.0,0.001,1.71042266695444,0.0,0.0,0.0,2025-11-06T15:34:25.348,11.2363703566808
YQN82PMW,1978,2.0,2.0,0.025,0.1,2014-08-12T12:57:10.000,7080000.0,0.001,1.71042266695444,0.0,0.0,0.0,2057-09-11T00:22:00.971,43.0809667549642
X2RNW2YE,1398,5.0,2.0,0.025,0.1,2014-08-12T12:52:11.000,7020000.0,0.001,1.71042266695444,0.0,0.0,0.0,2067-02-19T07:07:25.601,52.5212701150605
8QIMNBWU,1791,3.5,2.0,0.025,0.1,2014-08-12T12:55:56.000,7060000.0,0.001,1.6929693744345,0.0,0.0,0.0,2076-06-03T00:02:18.390,61.8082506827656
